id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,label
46993,0,1,high,0,0,36,51,0,0,0,0,0,0,0,0,0,0,45,39,0,0,0,42,99,120,111,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,42,195,0
128162,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,87,0,0,27,0,0,0,54,0,0,0,0,0,0,189,0,0,0,0,0,18,21,300,525,0
123041,0,1,mid,0,0,42,0,0,0,0,0,0,93,0,0,0,105,0,117,0,0,0,99,0,81,78,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,33,120,162,387,0
42893,0,1,mid,9,9,30,0,48,0,0,0,0,0,0,0,0,0,0,45,0,0,0,96,36,108,105,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,150,0,162,1
72520,0,0,low,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164212,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,6,24,90,195,0
4632,0,0,mid,0,6,105,0,33,0,0,0,0,0,0,0,0,0,0,30,0,0,0,21,18,117,123,0,0,0,0,0,0,0,0,27,0,18,0,0,0,0,0,0,0,102,168,1
137231,1,1,mid,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,90,126,6,6,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,489,1491,0
119809,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66474,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,522,0
144347,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165679,1,1,high,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,174,0,162,0,144,0,102,120,0,0,0,45,0,0,0,0,0,0,186,0,0,0,0,0,0,0,165,354,0
116420,0,0,low,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1044,0
147359,1,1,low,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,36,0,129,126,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,6,12,0
136560,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,693,2088,6897,0
25871,0,1,mid,0,33,84,165,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,135,156,30,30,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,3,15,51,195,1
58395,0,1,high,0,39,54,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,30,39,81,81,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,12,312,1275,0
142351,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0
53659,0,0,low,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,51,51,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,108,267,735,0
35532,0,1,low,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,108,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,135,54,180,1
43505,0,1,mid,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,78,78,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,21,255,189,888,0
27654,0,0,low,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,78,1
13189,0,0,low,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,1
5666,0,1,high,51,51,93,189,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,153,207,57,102,0,0,0,102,0,0,0,0,0,192,135,0,0,0,0,0,45,216,1065,4920,1
84779,1,1,mid,0,0,0,0,0,0,138,0,0,0,0,0,0,0,138,0,0,12,0,165,0,186,102,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,177,489,0
111411,0,1,low,0,51,96,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,81,0,129,180,0,0,0,123,0,0,0,0,0,0,75,0,0,0,0,0,0,3,69,228,0
126304,1,1,low,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130286,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,54,0,54,111,0,0,0,0,0,0,0,0,102,0,129,0,0,0,0,0,0,0,33,81,0
134453,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,24,261,0
156631,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0
15028,0,0,high,0,54,60,141,0,0,0,0,0,0,0,0,0,0,0,156,0,60,0,153,168,135,132,0,0,0,0,0,0,0,0,0,12,123,0,0,0,0,0,0,0,48,102,1
93059,0,1,mid,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,156,108,39,114,0,0,0,48,0,114,0,0,0,0,135,0,0,0,0,0,9,12,144,243,0
35347,0,0,high,51,51,120,0,0,0,0,0,0,0,0,0,0,0,21,51,0,0,0,33,45,84,72,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,165,219,1
70457,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200,0,0,mid,0,60,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,72,72,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,12,33,87,324,1
97187,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,0,0,high,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,147,132,12,60,0,0,0,96,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,1
33557,0,1,mid,48,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,138,51,51,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,12,66,264,822,1
99843,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,66,0,111,108,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,78,330,513,1749,0
7404,0,0,high,57,102,180,0,0,0,0,0,0,0,0,0,0,0,0,138,0,27,0,126,168,36,36,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,15,318,669,1
135334,1,1,low,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,117,114,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,288,723,0
25986,0,0,high,6,69,93,132,0,0,0,0,0,0,0,0,0,0,153,174,0,0,0,165,156,93,42,0,0,0,90,0,0,0,0,0,0,141,0,0,0,0,0,0,0,264,570,1
32847,0,1,mid,18,93,129,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,21,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,1
43952,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,114,111,0,0,0,0,0,0,0,0,0,0,147,0,72,0,0,0,0,0,6,69,0
32913,0,0,high,12,12,33,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,9,102,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,87,327,1
111655,0,0,high,30,186,318,78,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,159,153,39,39,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,201,504,1140,2808,0
157036,0,1,high,0,0,48,126,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,189,180,39,60,0,0,0,48,0,0,0,0,0,0,177,0,0,0,0,24,9,24,561,2187,0
5210,1,0,mid,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,108,0,18,18,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,84,207,183,579,1
85308,0,0,high,0,0,0,60,159,0,0,0,0,0,0,0,0,0,42,153,216,141,0,159,204,42,63,0,0,0,105,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,3,0
151957,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81735,0,0,low,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,0,0,high,6,12,12,81,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,72,81,75,114,0,0,0,96,0,0,0,0,0,0,72,0,0,0,0,0,0,0,141,435,1
91469,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
51043,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
41364,0,0,mid,15,15,51,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,27,93,1
23557,0,1,mid,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,159,159,0,45,0,0,0,99,0,0,0,0,0,0,60,0,0,0,0,0,0,3,285,543,1
55016,0,1,mid,0,0,12,162,0,0,0,0,0,0,0,0,0,0,168,18,0,0,0,129,135,216,156,0,0,0,87,0,0,0,0,0,18,111,0,0,0,0,0,0,3,96,258,0
30301,0,1,low,0,72,102,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,21,0,126,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,174,1
122112,1,1,high,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,147,9,78,0,198,153,93,120,0,0,0,105,0,0,0,0,0,0,177,0,0,0,0,0,0,0,24,33,0
87588,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,45,105,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126,327,0
135639,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,84,90,291,0
72079,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,111,108,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,15,0
33883,0,0,high,57,57,129,0,0,0,0,0,0,0,0,0,0,0,12,144,0,0,0,147,147,105,144,0,0,0,96,0,0,0,0,0,0,114,0,0,0,0,0,0,0,66,258,1
128351,1,1,high,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,1197,0
5793,0,0,mid,18,84,99,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,72,135,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,1
15375,0,1,high,48,171,264,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,87,0,0,24,0,0,0,0,42,0,0,0,0,0,54,0,0,0,0,0,33,102,171,639,1
19507,0,0,high,42,96,174,63,0,0,0,0,0,0,0,0,0,0,93,27,0,0,0,72,69,129,75,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,237,582,1
52585,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,99,1824,0
124994,1,1,low,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,132,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,15,75,153,0
89248,0,0,low,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58519,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,255,699,0
4339,0,0,high,63,75,135,0,0,0,0,0,0,0,0,0,0,0,138,111,0,0,0,102,99,84,57,0,0,0,108,0,0,0,0,0,0,105,0,0,0,0,0,0,0,138,174,1
129288,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10705,0,0,mid,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,90,1
111633,0,0,mid,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,27,15,96,96,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,159,324,0
161078,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,258,0
53596,1,0,low,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
94924,1,1,high,0,0,0,120,0,0,0,0,0,0,0,0,0,0,81,21,0,132,0,120,138,159,108,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,6,57,462,1257,0
72226,0,1,mid,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,36,0,12,12,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,42,117,1365,3555,0
156137,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,9,0,102,99,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,288,957,0
69934,1,1,mid,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,402,1014,0
30280,0,0,high,60,117,147,174,201,0,0,0,0,0,0,0,0,0,0,192,0,0,0,165,168,135,228,0,0,0,189,0,0,0,0,0,132,168,0,0,0,0,45,3,18,177,708,1
168957,0,1,high,0,6,21,0,0,45,0,0,0,0,0,0,0,0,0,150,0,48,0,96,111,9,9,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,93,102,0
37239,0,0,mid,6,9,18,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,57,54,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,141,492,1
129070,0,1,high,0,42,42,192,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,150,165,75,162,0,0,0,48,0,0,0,0,186,0,183,0,0,0,0,0,3,6,294,1116,0
53152,0,1,mid,0,0,18,111,0,0,0,0,0,0,0,0,0,0,51,144,0,0,0,15,111,156,126,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,75,135,0
50303,0,1,high,0,9,60,63,0,0,0,0,0,0,0,0,0,0,72,108,0,0,0,114,81,111,69,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,3,3,255,729,0
49947,0,0,low,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62325,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0
62595,0,1,high,0,33,105,48,15,0,0,0,0,24,0,0,0,27,45,15,0,0,0,33,57,63,39,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,6,24,135,177,636,0
68275,1,1,mid,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,132,105,42,105,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,66,72,0
130129,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,309,0
