id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46
12718,0,0,mid,0,0,45,540,0,333,0,0,0,0,0,0,0,0,0,540,0,198,0,450,477,279,270,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,9,603,1809
87223,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,1458
162422,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,261,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,81,315,954,3546
122575,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,54,216,216,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,117,153
133306,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35540,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,351,351,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,9,243,1638
4861,0,1,mid,0,90,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109328,0,0,low,18,81,108,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,108,198,171,216,0,0,0,126,0,0,0,0,0,0,261,0,0,0,0,0,0,9,117,414
130274,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,513,0,432,567,36,180,0,0,0,315,0,0,0,0,0,0,576,0,0,0,0,0,36,108,540,1188
154344,1,1,mid,0,18,45,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,27,99,90,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,9,36,126,405
150955,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,387,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,234,531
94653,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,270,324
20645,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,63,0,189,180,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,99,315
21780,0,0,high,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,378,369,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,99
44521,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,441,117,126,171,0,0,0,135,0,0,0,0,0,0,450,0,0,0,0,0,0,0,414,1071
171560,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,450,333,243,234,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,27,27,162,423
100228,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,342,333,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,432,1494
34462,0,0,mid,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,882
88203,1,1,high,36,108,171,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,135,0,297,288,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,216,468
104668,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,54
113372,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20062,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,99,0,243,0,180,189,0,0,0,18,0,0,0,0,0,0,270,0,0,0,0,0,0,9,216,540
87422,0,1,high,45,297,315,153,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,423,432,153,144,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,27,1530,3915
140176,0,1,low,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,81,243
61009,1,1,low,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19039,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,135,864,2304
14482,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,432,288,99,90,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,45,999,2349
38878,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133260,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,126,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6522,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,297,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,72,225
141528,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17833,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,747,2655
52533,0,1,mid,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54
147218,0,1,high,198,432,594,252,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,405,0,207,207,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,9,18,612,1296
170665,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,153
89765,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,828,945
150052,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,369
130154,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8359,0,0,mid,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1557
43102,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57225,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,162,207
59871,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,243
112462,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64409,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,585,0,297,360,0,0,0,153,0,0,0,0,0,0,576,0,648,0,0,0,0,0,576,1476
86193,0,1,mid,180,180,207,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,351,342,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,9,936,1917
135764,1,1,low,0,0,0,234,0,0,0,0,0,0,0,0,0,0,27,414,0,0,0,333,234,180,162,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,9,216,900,3780
149710,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,522,0,522,0,450,630,459,432,0,0,0,603,0,0,0,0,0,72,522,0,585,0,0,0,54,90,351,666
140436,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,423,747,2142
170308,0,0,low,0,0,0,0,0,0,0,117,0,0,0,0,0,0,423,180,0,54,0,387,360,423,171,0,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,18,36,252,774
233,0,0,low,0,0,0,144,0,0,0,0,0,0,0,0,0,0,513,333,0,0,0,423,432,639,567,0,0,0,0,0,360,0,0,0,0,306,0,0,0,0,0,18,18,342,1683
48842,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,90,0,225,216,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0
132151,1,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,45,126,351,351,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,126,549
5773,0,0,high,0,27,405,0,0,0,0,0,0,0,0,0,0,0,36,396,0,0,0,207,99,36,63,0,0,0,117,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,162
41177,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,63,0,198,189,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,189,738
109055,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,396,387,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,666,1368
117533,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,378,1800
57092,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,0,0,low,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,432,486,54,216,0,0,0,0,0,0,0,0,333,0,450,0,0,0,0,0,18,18,639,1530
110314,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,126
76618,1,0,low,0,0,0,252,0,0,0,0,0,0,0,0,0,0,18,522,0,0,0,441,558,9,81,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,18,162,171,846
58192,0,1,high,0,0,36,126,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,99,45,63,63,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,315,630,7254,23148
118306,0,1,high,0,144,243,0,0,0,0,0,0,0,0,0,0,0,54,387,0,0,0,414,243,234,495,0,0,0,0,270,0,81,0,495,0,342,0,0,0,0,0,0,0,0,0
84120,0,0,mid,0,0,0,108,0,0,0,0,0,153,0,0,0,153,0,153,0,0,0,135,306,0,81,0,0,0,153,0,0,0,0,0,117,252,0,0,0,0,0,0,0,18,54
39386,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,117,4149,10872
41942,0,0,mid,0,0,0,0,0,0,369,0,0,0,0,0,0,0,576,450,0,0,0,486,576,342,306,0,0,0,315,0,0,0,0,0,0,594,0,0,0,0,0,0,0,9,99
147652,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,243,0,270,324,0,0,0,0,0,0,0,0,0,81,387,0,0,0,0,0,0,0,603,1458
155615,1,1,low,153,207,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83108,0,1,mid,0,0,0,81,0,0,0,0,0,0,0,0,0,0,432,432,0,0,0,459,333,261,216,0,0,0,0,0,108,0,0,0,0,369,0,0,0,0,0,0,0,261,756
89274,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,666
58303,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,27,342,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
141088,0,1,low,0,72,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95506,1,1,mid,0,162,234,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,351,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1539
133157,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,342,1017
132688,0,1,low,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,324,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27
113851,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,108,81,54,54,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,9,9,162,369
94826,0,0,low,0,0,0,360,567,0,0,0,0,0,0,0,0,0,468,540,0,0,0,450,504,297,135,0,0,0,279,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,9
45923,0,1,mid,0,0,0,90,0,0,0,0,0,0,0,0,0,0,549,360,0,234,0,450,279,594,270,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,18,0,9,603,1674
5223,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46658,0,0,low,9,108,144,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,297,72,72,72,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,54,99,1575,4095
50415,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,27,360,351,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,27,963,2259
6572,0,1,high,0,63,360,477,351,0,0,0,0,0,0,0,0,0,603,306,0,0,0,486,477,648,297,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,432,1224
121385,1,1,low,0,0,0,189,0,0,0,0,0,0,0,0,0,0,270,315,0,0,0,288,207,549,414,0,0,0,90,0,0,0,0,0,0,252,0,0,0,0,0,0,0,180,774
7181,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,873,2277,10332
72624,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,252,243,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,99,1017
143033,0,1,mid,0,0,0,342,0,0,0,0,0,0,0,0,0,0,108,558,0,207,0,549,549,459,648,0,0,0,297,0,0,0,0,432,0,540,0,189,0,0,0,0,0,0,0
49446,0,0,low,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,423,252,0,279,0,0,0,225,0,0,0,0,0,0,414,0,0,0,0,0,0,0,288,558
45308,1,1,mid,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,504,486,27,27,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,126,522
4333,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
118120,1,1,mid,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,522,306,72,72,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,378,738,1107,2808
88057,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,72,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,3393
128781,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,27,0,72,0,45,45,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,81,216,1179,3654
63804,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,1647
56480,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,477,0,0,0,513,0,171,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,540,729
84176,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,351,351,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,18,657,2340
146983,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,45,144,1008,3348
27764,0,1,mid,0,0,0,18,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,108,351,396,315,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,117,333
27283,0,0,low,0,0,0,189,0,0,405,0,0,0,0,0,0,0,54,0,0,369,0,522,252,126,153,0,0,0,153,0,0,0,0,0,0,441,0,0,0,0,0,0,45,1224,3294
44122,0,1,high,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,477,0,432,0,468,468,216,207,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,279,522,1557,3537
127120,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,513,0,558,0,261,261,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,558,1647
94310,0,0,low,0,0,18,234,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,405,369,9,9,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,171,261,2322,4608
21458,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50333,1,1,mid,0,126,180,99,0,0,0,0,0,0,0,0,0,0,0,288,162,0,0,144,0,99,90,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,27,45
37075,0,0,mid,126,126,180,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,189,0,261,261,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,36,63,135,189
101348,1,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21946,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,288
105751,0,1,mid,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,90,0,90,216,0,0,0,306,0,0,0,0,0,0,405,0,567,0,0,0,252,558,3006,7857
48224,1,1,mid,0,0,0,198,432,0,0,0,0,0,0,0,0,0,0,423,0,0,0,459,72,144,234,0,0,0,234,0,0,0,0,0,0,351,0,0,0,0,0,9,9,225,405
142665,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149414,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,27,0,126,0,378,405,0,0,0,0,0,0,0,0,27,0,297,0,0,0,0,0,216,873,270,1071
