id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46
15,0,1,mid,48,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
16,0,0,low,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72
17,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,99,0,153,150,12,12,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,24,42,1872,4890
18,0,0,high,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,60,0,18,36,0,0,0,45,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,3
19,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,93
20,0,1,high,45,45,138,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,165,66,0,87,0,0,0,168,0,0,0,0,0,6,168,0,0,0,0,0,0,3,174,186
21,0,1,mid,0,9,30,0,0,0,0,0,0,0,0,0,0,0,18,162,0,0,0,60,84,111,204,0,0,0,102,0,0,0,0,207,0,123,0,0,0,0,0,3,30,150,378
22,0,0,high,3,15,27,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,57,0,36,33,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,678,2268
23,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,189,0,0,0,171,87,111,63,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,291,666
24,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,123,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,129
25,1,1,mid,30,42,207,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,150,0,36,60,0,0,0,51,0,0,0,0,0,0,126,0,0,0,0,0,3,36,294,867
26,1,1,mid,0,3,9,0,0,0,0,0,0,0,0,0,0,0,45,153,0,0,0,153,0,75,72,0,0,0,48,0,0,0,0,0,0,153,0,48,0,0,0,0,9,147,474
27,0,1,high,33,102,102,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,6,222,465
28,0,1,mid,3,27,114,33,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,42,27,102,99,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,102,306
29,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,51,180
30,0,0,mid,51,51,51,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,72,0,72,75,0,0,0,69,0,0,0,0,0,0,54,0,0,0,0,0,3,3,57,183
31,0,1,high,0,0,3,162,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,156,177,36,36,0,0,0,0,0,0,0,0,0,0,186,24,0,0,0,0,0,3,150,690
32,0,0,low,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21
33,1,1,low,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
34,0,0,high,27,27,66,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,147,189,33,30,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,96,168
35,0,0,high,0,171,519,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,117,102,0,15,0,0,0,33,0,0,0,0,0,0,66,0,0,0,0,0,0,0,207,600
36,0,0,low,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,96
37,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,81,78,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,105,210
38,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,90,0,117,114,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,9,15,18,84
40,0,0,mid,21,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,96
41,0,1,mid,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,147,0,84,81,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,18,351,1206
42,0,0,high,54,117,135,132,0,0,0,0,0,0,0,0,0,0,186,108,0,0,0,153,129,111,51,0,0,0,102,0,0,54,0,0,0,135,0,0,0,0,33,0,3,99,240
43,0,0,high,0,42,111,186,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,114,135,51,138,0,0,0,99,0,0,0,0,150,0,132,0,0,0,0,0,6,54,633,3960
44,0,1,low,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
45,0,0,high,15,33,51,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,87,81,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,27
46,0,0,high,45,84,222,123,0,0,87,0,0,0,0,0,0,0,156,150,0,162,0,141,162,93,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,6,6,264,1371
47,0,1,low,0,54,78,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,30
48,1,1,high,66,141,258,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,171,180,87,108,0,0,0,48,0,0,0,0,0,0,138,0,0,0,0,0,0,0,111,375
49,0,1,high,57,99,204,126,0,0,0,0,0,0,0,0,0,0,75,114,0,30,0,153,84,150,189,0,0,0,69,0,96,0,0,0,0,126,0,0,0,0,0,9,84,912,2136
50,1,1,high,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,72,42,18,39,0,0,0,42,0,0,39,0,0,0,75,0,0,0,0,0,0,6,213,690
51,0,1,low,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,222
52,0,1,low,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,291
53,0,0,low,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,high,45,111,144,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,117,42,33,51,0,0,0,45,0,0,0,0,0,0,111,0,0,0,0,0,0,0,120,423
55,0,0,high,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,504
56,0,0,high,42,42,123,132,0,0,0,0,0,0,0,0,0,0,171,159,0,0,0,150,186,111,12,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,3,69,108
57,0,0,high,0,78,129,117,0,0,0,0,0,0,0,0,0,0,99,189,0,0,0,159,177,150,138,0,0,0,105,0,0,0,0,0,0,171,0,0,0,0,0,33,120,216,588
58,0,0,high,9,57,180,0,135,0,0,0,0,0,0,0,0,0,0,120,0,0,0,105,123,135,153,0,0,0,45,0,0,0,0,0,0,99,0,0,0,0,0,0,6,54,165
59,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,78
60,0,1,low,0,42,45,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,48,18,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,105,216
61,0,0,high,27,69,69,9,0,0,0,0,0,0,0,0,0,0,0,183,0,45,0,153,198,78,162,0,0,0,174,0,0,0,0,0,0,162,0,0,0,0,0,18,75,399,1533
62,0,0,mid,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,93,0,69,0,21,0,54,54,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,174,306
63,1,1,low,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57
64,0,1,mid,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,156,0,87,87,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,9,30,132,300
65,0,1,high,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,39,27,117,135,0,0,0,48,0,0,0,0,0,0,33,0,0,0,0,0,402,1311,2685,8619
66,0,0,high,0,54,162,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,27,1884,3810
67,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,90,81,63,60,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,3,3,18,48
68,1,1,mid,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,69,54,111,153,0,0,0,0,0,0,0,117,0,0,117,0,0,0,0,0,0,0,69,225
69,0,0,high,0,81,81,243,219,0,0,0,0,0,0,0,0,0,0,195,150,0,0,171,171,84,81,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,12,99
70,0,0,low,3,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60
72,1,1,mid,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,213,525
73,0,0,mid,0,45,72,33,0,0,0,0,0,0,0,0,0,0,51,60,0,0,0,108,84,78,63,0,0,0,42,0,0,0,0,0,0,90,0,0,0,0,0,0,3,3,33
74,0,1,mid,0,0,36,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,150,108,66,48,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,99,159,549,1173
75,0,0,high,45,45,69,222,0,0,0,0,0,0,0,0,0,0,57,168,0,0,0,147,0,36,48,0,0,0,78,0,0,0,0,0,0,159,0,0,0,0,0,0,3,156,342
76,0,1,high,15,15,36,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,165,204,45,42,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,21,54,219,516
77,0,0,low,57,63,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,198
78,0,0,high,0,90,219,39,0,9,0,0,0,0,0,0,0,0,84,177,0,0,0,168,186,51,48,0,0,0,105,0,0,0,0,0,27,201,0,0,0,0,0,0,21,486,2733
79,0,1,high,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,57,54,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,1053,2355
80,0,1,mid,0,0,24,0,0,0,0,0,0,0,0,0,0,0,33,102,0,42,0,153,174,75,54,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,12,36,90,420
81,1,1,high,0,0,39,201,0,0,0,0,0,0,0,0,0,0,63,189,0,0,0,174,189,102,90,0,0,0,57,0,0,0,0,0,0,168,0,0,0,0,0,3,18,339,1056
82,1,1,high,0,27,27,177,0,0,0,0,0,0,0,0,0,0,210,108,0,0,0,165,210,162,87,0,0,0,102,0,0,0,0,0,0,153,0,0,0,0,0,0,0,45,114
83,0,0,high,0,3,30,21,0,0,0,0,0,0,0,0,0,0,27,117,0,0,0,30,36,87,69,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,81,246
84,0,1,high,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,84,48,0,45,0,0,0,84,0,0,0,0,0,0,36,0,0,0,0,0,6,18,144,240
85,0,0,low,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,1,low,0,72,99,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,201
87,0,1,high,15,30,93,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,81,78,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,168,276,726,1446
88,0,0,high,30,36,57,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,78,93,726,2217
89,0,1,mid,0,36,36,30,0,0,0,0,0,0,0,0,0,0,30,57,0,45,0,39,48,141,147,0,0,0,51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,147,510
90,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,1,high,45,111,231,108,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,165,150,96,159,0,0,0,126,0,39,0,0,0,0,144,0,0,0,0,0,3,3,357,795
92,0,1,high,12,12,69,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,159,84,36,36,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,24,81,81,216
93,0,0,low,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,low,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,93,174
96,0,1,low,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,102,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,219
97,0,1,mid,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
98,0,0,low,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,261
99,0,0,high,0,9,60,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,66,471
100,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,111,105,126,0,0,0,63,0,0,0,0,0,0,24,0,0,0,0,0,0,6,18,42
101,0,0,low,12,96,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,162
102,0,0,high,0,0,51,189,0,0,138,0,0,168,0,0,0,177,225,138,0,180,0,174,192,231,201,0,0,45,99,0,0,0,0,0,0,165,0,0,0,0,0,0,0,72,207
103,0,1,mid,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,78,54,42,39,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,21,39,81,360
104,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,303
105,0,0,high,0,45,78,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,108,114,123,204,0,0,165,30,0,0,0,0,0,0,117,0,0,0,0,0,0,0,6,12
106,0,0,low,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,1,high,78,117,117,147,0,0,0,0,0,0,0,0,0,0,36,78,0,0,0,138,123,117,96,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,24,54,327,747
108,0,0,low,6,147,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,1,high,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,387
110,0,1,high,15,15,36,153,111,0,0,0,0,0,0,0,0,0,189,99,0,90,0,165,168,189,114,0,0,0,90,0,0,0,0,0,0,162,0,0,0,0,0,54,108,234,480
111,0,1,low,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,72,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,105,225
112,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,402
113,0,0,low,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,0,low,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,117
115,0,0,high,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,102,93,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,129
116,1,1,mid,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,3,6,255,657
117,0,0,low,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,1,mid,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,21,30,96,96,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,3,246,603
119,0,0,low,6,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
120,1,1,low,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
121,0,1,mid,0,42,66,60,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,48,27,12,9,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,18,225,582
122,1,1,low,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,354,744
123,0,0,high,42,42,63,9,0,0,0,0,0,0,0,0,0,0,96,66,0,0,0,108,93,102,63,0,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,222,327
124,0,0,high,0,45,78,90,87,0,0,0,0,0,0,0,0,0,42,78,0,18,0,129,132,99,129,0,0,0,0,0,0,0,0,84,102,96,0,0,0,0,0,0,0,57,123
125,0,1,mid,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,144,156,15,15,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,15,39,333,654
126,0,1,mid,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,72,21,108,126,0,0,0,33,42,0,0,0,0,0,81,0,0,0,0,0,3,3,66,111
127,0,0,high,27,36,132,21,0,0,0,0,0,0,0,0,0,0,48,90,0,0,0,87,81,30,21,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,12,33
128,0,1,high,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,33,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,1,mid,0,0,0,0,0,0,45,0,0,0,0,0,0,0,183,18,0,168,0,144,81,114,9,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,36,207,345,1152
130,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,1,mid,0,33,45,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,99,9,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,168,477
132,0,0,low,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,low,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,1,low,54,75,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3
135,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,24
136,0,1,low,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,93
137,0,1,mid,0,60,99,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,63,0,21,69,0,0,0,99,0,0,0,0,0,0,81,0,0,0,0,0,6,21,588,1287
138,1,1,mid,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,75,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,183
139,1,1,mid,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,60,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,3,54,132
140,0,1,low,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,486
141,0,1,low,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,75,330
142,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,168,0,201,120,0,0,0,51,0,0,0,0,0,0,132,0,147,0,0,0,3,9,3,9
143,1,1,low,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60
144,0,0,low,12,63,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,489,1101,3255
145,0,0,mid,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,87,84,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,21,138,609
